Id. de la fila;Id. del pedido;Fecha del pedido;ANIO;MES;SEMANA;NUM DIAS;Fecha de envío;Forma de envío;Id. del cliente;Nombre del cliente;Segmento;Ciudad;Estado;País;Región;Id. del producto;Categoría;Subcategoría;Nombre del producto;Total;Cantidad;Descuento;Ganancia;
9230;MX-2017-149356;13/04/2017;2017;abr;2;13;18/04/2017;Estándar;LB-17425;León Batista;Empresa;Los Ángeles;Bío-Bío;Chile;Sur;MAT-CA-10003516;Material de oficina;Carpetas;Ibico Anillas, Reciclado;539;11;0;127,6;
9231;MX-2017-149356;13/04/2017;2017;abr;2;13;18/04/2017;Estándar;LB-17425;León Batista;Empresa;Los Ángeles;Bío-Bío;Chile;Sur;MAT-SU-10004804;Material de oficina;Suministros;Kleencut Abrecartas, Azul;541,2;3;0;210,6;
387;MX-2015-168774;8/06/2015;2015;jun;1;8;12/06/2015;Estándar;SA-20845;Samuel Alemán;Particulares;Bogotá;Bogotá;Colombia;Sur;MOB-SI-10004799;Mobiliario;Sillas;SAFCO Silla de playa, 2;1723;5;0;844;
465;MX-2018-131730;18/10/2018;2018;oct;2;18;25/10/2018;Estándar;SO-20650;Sabina Ornelas;Empresa;Bogotá;Bogotá;Colombia;Sur;MAT-PA-10002738;Material de oficina;Papel;Enermax Agenda, Reciclado;298,8;2;0;134,4;
650;MX-2018-141740;19/01/2018;2018;ene;1;19;20/01/2018;Urgente;BP-11995;Benita Pelayo;Particulares;Bogotá;Bogotá;Colombia;Sur;MOB-SI-10000410;Mobiliario;Sillas;Harbour Creations Taburete, Rojo;8405,6;7;0;2437,4;
651;MX-2018-141740;19/01/2018;2018;ene;1;19;20/01/2018;Urgente;BP-11995;Benita Pelayo;Particulares;Bogotá;Bogotá;Colombia;Sur;MOB-MO-10004472;Mobiliario;Mobiliario;Eldon Bombilla, Duradero;148,2;1;0;28;
762;MX-2018-133830;15/04/2018;2018;abr;3;15;17/04/2018;Urgente;MG-18970;Miren Gil;PYME;Bogotá;Bogotá;Colombia;Sur;MAT-SU-10001629;Material de oficina;Suministros;Kleencut Cizallas, Rectangular;869,4;3;0;339;
763;MX-2018-133830;15/04/2018;2018;abr;3;15;17/04/2018;Urgente;MG-18970;Miren Gil;PYME;Bogotá;Bogotá;Colombia;Sur;MAT-GR-10000427;Material de oficina;Grapas;Stockwell Pasadores, Al por mayor;745,6;8;0;328;
764;MX-2018-133830;15/04/2018;2018;abr;3;15;17/04/2018;Urgente;MG-18970;Miren Gil;PYME;Bogotá;Bogotá;Colombia;Sur;MAT-EL-10003997;Material de oficina;Electrodomésticos;Cuisinart Horno, Negro;17924;5;0;3047;
765;MX-2018-133830;15/04/2018;2018;abr;3;15;17/04/2018;Urgente;MG-18970;Miren Gil;PYME;Bogotá;Bogotá;Colombia;Sur;MAT-SO-10001194;Material de oficina;Sobres;Kraft Sobres de uso interno, 50;1876,8;6;0;562,8;
950;MX-2017-168354;3/02/2017;2017;feb;1;3;7/02/2017;Rápido;TO-21040;Teresa Olivera;PYME;Bogotá;Bogotá;Colombia;Sur;MAT-CA-10001866;Material de oficina;Carpetas;Ibico Cubierta de carpeta, Duradero;404;4;0;28;
951;MX-2017-168354;3/02/2017;2017;feb;1;3;7/02/2017;Rápido;TO-21040;Teresa Olivera;PYME;Bogotá;Bogotá;Colombia;Sur;TEC-CO-10002566;Tecnología;Copiadoras;Hewlett Fotocopiadora con fax, Digital;2561,6664;2;0,002;918,8664;
996;MX-2018-160451;23/10/2018;2018;oct;3;23;28/10/2018;Estándar;LA-17980;Lorena Aguayo;Empresa;Bogotá;Bogotá;Colombia;Sur;TEC-TE-10003683;Tecnología;Teléfonos;Cisco Teléfono inteligente, Al por mayor;1847,6;2;0;406,4;
1065;MX-2016-107979;4/10/2016;2016;oct;1;4;7/10/2016;Urgente;PO-20110;Pío Olivares;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-SU-10002185;Material de oficina;Suministros;Stiletto Regla, Industrial;770;7;0;61,6;
1066;MX-2016-107979;4/10/2016;2016;oct;1;4;7/10/2016;Urgente;PO-20110;Pío Olivares;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-GR-10000334;Material de oficina;Grapas;Accos Grapas, Paquete de 12;207,6;3;0;95,4;
1067;MX-2016-107979;4/10/2016;2016;oct;1;4;7/10/2016;Urgente;PO-20110;Pío Olivares;Particulares;Bogotá;Bogotá;Colombia;Sur;TEC-MÁ-10002167;Tecnología;Máquinas;Konica Calculadora, Multicolor;1376,8;4;0;468;
1093;MX-2015-107706;14/12/2015;2015;dic;2;14;18/12/2015;Estándar;LV-17470;Leire Velázquez;PYME;Bogotá;Bogotá;Colombia;Sur;MOB-SI-10002788;Mobiliario;Sillas;Hon Taburete, Ajustable;3322,8;3;0;963,6;
1290;MX-2015-165967;8/10/2015;2015;oct;1;8;8/10/2015;Mismo día;TA-21175;Teodora Atencio;Empresa;Bogotá;Bogotá;Colombia;Sur;TEC-AC-10001479;Tecnología;Accesorios;Logitech Memoria USB, Programable;213,4;1;0;19,2;
1336;MX-2015-121041;22/12/2015;2015;dic;3;22;28/12/2015;Estándar;LG-17515;Lorenzo Garrido;Empresa;Bogotá;Bogotá;Colombia;Sur;MAT-SO-10002878;Material de oficina;Sobres;Ames Sobre de hebilla, Plateado;192;3;0;74,4;
1337;MX-2015-121041;22/12/2015;2015;dic;3;22;28/12/2015;Estándar;LG-17515;Lorenzo Garrido;Empresa;Bogotá;Bogotá;Colombia;Sur;MOB-LI-10002102;Mobiliario;Librerías;Safco Conjunto de estantes, Metal;3924;3;0;39;
1338;MX-2015-121041;22/12/2015;2015;dic;3;22;28/12/2015;Estándar;LG-17515;Lorenzo Garrido;Empresa;Bogotá;Bogotá;Colombia;Sur;MAT-GR-10003950;Material de oficina;Grapas;Stockwell Clips, Metal;181,6;2;0;34,4;
1339;MX-2015-121041;22/12/2015;2015;dic;3;22;28/12/2015;Estándar;LG-17515;Lorenzo Garrido;Empresa;Bogotá;Bogotá;Colombia;Sur;TEC-CO-10000495;Tecnología;Copiadoras;Hewlett Fotocopiadora con fax, Color;2585,6184;2;0,002;1108,8184;
1478;MX-2016-163937;28/10/2016;2016;oct;4;28;31/10/2016;Urgente;GC-15385;Gracia Collado;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-CA-10003624;Material de oficina;Carpetas;Avery Carpeta, Transparente;247,2;3;0;51,6;
1811;MX-2015-128538;1/06/2015;2015;jun;1;1;5/06/2015;Estándar;NM-19120;Nicolás Matías;Particulares;Bogotá;Bogotá;Colombia;Sur;MOB-MO-10001742;Mobiliario;Mobiliario;Tenex Marco de foto, Premium;672,8;2;0;188;
2291;MX-2015-167066;5/04/2015;2015;abr;1;5;5/04/2015;Mismo día;JS-17095;José Sánchez;Particulares;Bogotá;Bogotá;Colombia;Sur;MOB-SI-10000984;Mobiliario;Sillas;Hon Mecedora, Negro;5127,6;6;0;2461,2;
2292;MX-2015-167066;5/04/2015;2015;abr;1;5;5/04/2015;Mismo día;JS-17095;José Sánchez;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-EL-10001766;Material de oficina;Electrodomésticos;Breville Batidora, Negro;1195,6;2;0;406,4;
2293;MX-2015-167066;5/04/2015;2015;abr;1;5;5/04/2015;Mismo día;JS-17095;José Sánchez;Particulares;Bogotá;Bogotá;Colombia;Sur;TEC-CO-10002334;Tecnología;Copiadoras;Canon Tinta, Digital;5859,8568;6;0,002;1807,4568;
2463;MX-2015-167773;2/04/2015;2015;abr;1;2;6/04/2015;Estándar;KÁ-17245;Katia Ávila;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-CA-10004145;Material de oficina;Carpetas;Cardinal Cubierta de carpeta, Transparente;152,8;2;0;19,6;
2464;MX-2015-167773;2/04/2015;2015;abr;1;2;6/04/2015;Estándar;KÁ-17245;Katia Ávila;Particulares;Bogotá;Bogotá;Colombia;Sur;TEC-AC-10004877;Tecnología;Accesorios;Memorex Teclado, Económico;475,6;1;0;109,2;
2465;MX-2015-167773;2/04/2015;2015;abr;1;2;6/04/2015;Estándar;KÁ-17245;Katia Ávila;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-CA-10001605;Material de oficina;Carpetas;Cardinal Anillas, Económico;178;5;0;5;
2626;MX-2018-134719;29/05/2018;2018;may;4;29;2/06/2018;Estándar;DL-13240;Dánae Lebrón;PYME;Bogotá;Bogotá;Colombia;Sur;MAT-CA-10001949;Material de oficina;Carpetas;Avery Anillas, Reciclado;31,8;1;0;14,2;
2627;MX-2018-134719;29/05/2018;2018;may;4;29;2/06/2018;Estándar;DL-13240;Dánae Lebrón;PYME;Bogotá;Bogotá;Colombia;Sur;MAT-SO-10004613;Material de oficina;Sobres;Jiffy Sobre de tipo Manila, Rojo;394;2;0;196,8;
2628;MX-2018-134719;29/05/2018;2018;may;4;29;2/06/2018;Estándar;DL-13240;Dánae Lebrón;PYME;Bogotá;Bogotá;Colombia;Sur;MAT-AR-10004706;Material de oficina;Arte;BIC Libreta de dibujo, Tamaños variados;691,2;2;0;27,6;
2629;MX-2018-134719;29/05/2018;2018;may;4;29;2/06/2018;Estándar;DL-13240;Dánae Lebrón;PYME;Bogotá;Bogotá;Colombia;Sur;TEC-MÁ-10002782;Tecnología;Máquinas;Okidata Impresora, Multicolor;3580;2;0;1109,6;
3096;MX-2016-156937;23/11/2016;2016;nov;3;23;27/11/2016;Estándar;HV-15625;Heriberto Valderas;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-CA-10004145;Material de oficina;Carpetas;Cardinal Cubierta de carpeta, Transparente;152,8;2;0;19,6;
3097;MX-2016-156937;23/11/2016;2016;nov;3;23;27/11/2016;Estándar;HV-15625;Heriberto Valderas;Particulares;Bogotá;Bogotá;Colombia;Sur;MOB-SI-10004976;Mobiliario;Sillas;Hon Taburete, Negro;5374;5;0;1450;
3098;MX-2016-156937;23/11/2016;2016;nov;3;23;27/11/2016;Estándar;HV-15625;Heriberto Valderas;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-ET-10001843;Material de oficina;Etiquetas;Novimex Etiquetas para documentos legales, Duradero;144,8;2;0;34,4;
3157;MX-2018-154305;19/12/2018;2018;dic;3;19;21/12/2018;Rápido;MA-18850;Miguelina Agosto;Particulares;Bogotá;Bogotá;Colombia;Sur;MOB-LI-10004184;Mobiliario;Librerías;Safco Vitrina, Blanco;4569,6;4;0;1872,8;
3171;MX-2017-120740;12/02/2017;2017;feb;2;12;18/02/2017;Estándar;HM-16000;Hugo Maldonado;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-AR-10001425;Material de oficina;Arte;Sanford Bolígrafos, Azul;370;5;0;136;
3172;MX-2017-120740;12/02/2017;2017;feb;2;12;18/02/2017;Estándar;HM-16000;Hugo Maldonado;Particulares;Bogotá;Bogotá;Colombia;Sur;TEC-AC-10002277;Tecnología;Accesorios;Belkin Router, Negro;10358,4;6;0;3520,8;
3173;MX-2017-120740;12/02/2017;2017;feb;2;12;18/02/2017;Estándar;HM-16000;Hugo Maldonado;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-GR-10002614;Material de oficina;Grapas;Advantus Grapadoras, Al por mayor;385,8;3;0;103,8;
3174;MX-2017-120740;12/02/2017;2017;feb;2;12;18/02/2017;Estándar;HM-16000;Hugo Maldonado;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-SU-10003623;Material de oficina;Suministros;Fiskars Cizallas, Industrial;2627,2;8;0;1313,6;
3175;MX-2017-120740;12/02/2017;2017;feb;2;12;18/02/2017;Estándar;HM-16000;Hugo Maldonado;Particulares;Bogotá;Bogotá;Colombia;Sur;TEC-CO-10001006;Tecnología;Copiadoras;Sharp Fax, Color;7906,5552;4;0,002;1013,7552;
3176;MX-2017-120740;12/02/2017;2017;feb;2;12;18/02/2017;Estándar;HM-16000;Hugo Maldonado;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-SU-10001499;Material de oficina;Suministros;Kleencut Tijeras, Acero;289,2;2;0;106,8;
3177;MX-2017-120740;12/02/2017;2017;feb;2;12;18/02/2017;Estándar;HM-16000;Hugo Maldonado;Particulares;Bogotá;Bogotá;Colombia;Sur;MOB-SI-10000442;Mobiliario;Sillas;Novimex Mecedora, Ajustable;4464;5;0;446;
3508;MX-2017-120558;31/10/2017;2017;oct;4;31;1/11/2017;Urgente;CO-12670;Cira Ornelas;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-ET-10004255;Material de oficina;Etiquetas;Avery Etiquetas redondas, Rojo;92,8;2;0;12;
3558;MX-2018-137022;20/05/2018;2018;may;3;20;22/05/2018;Rápido;IC-16165;Iris Campos;Empresa;Bogotá;Bogotá;Colombia;Sur;MAT-PA-10001037;Material de oficina;Papel;Xerox Papel de tipo pergamino, Multicolor;97,8;1;0;11,6;
3559;MX-2018-137022;20/05/2018;2018;may;3;20;22/05/2018;Rápido;IC-16165;Iris Campos;Empresa;Bogotá;Bogotá;Colombia;Sur;MAT-AL-10002822;Material de oficina;Almacenamiento;Rogers Carpetas, Tamaño completo;409,6;2;0;44,8;
3759;MX-2017-169523;17/11/2017;2017;nov;2;17;21/11/2017;Estándar;FB-14590;Flavia Bravo;Empresa;Bogotá;Bogotá;Colombia;Sur;MAT-SU-10000079;Material de oficina;Suministros;Elite Recortadora, Azul;833,4;3;0;300;
4004;MX-2015-137904;10/06/2015;2015;jun;1;10;14/06/2015;Estándar;VC-21730;Virgilio Cardona;PYME;Bogotá;Bogotá;Colombia;Sur;MAT-AR-10004397;Material de oficina;Arte;Boston Lienzos, Al por mayor;1437,6;4;0;689,6;
4108;MX-2017-152219;19/09/2017;2017;sep;3;19;25/09/2017;Estándar;NL-19435;Noa León;Particulares;Bogotá;Bogotá;Colombia;Sur;MOB-SI-10000131;Mobiliario;Sillas;Hon Silla de playa, Ajustable;635,2;2;0;146;
4160;MX-2016-129483;2/10/2016;2016;oct;1;2;8/10/2016;Estándar;SP-20770;Sergio Porras;Empresa;Bogotá;Bogotá;Colombia;Sur;MAT-AL-10003016;Material de oficina;Almacenamiento;Fellowes Archivador móvil, Tamaño completo;1831,2;2;0;219,6;
4161;MX-2016-129483;2/10/2016;2016;oct;1;2;8/10/2016;Estándar;SP-20770;Sergio Porras;Empresa;Bogotá;Bogotá;Colombia;Sur;MAT-PA-10003841;Material de oficina;Papel;Green Bar Resma, Paquete de 12;678;3;0;94,8;
4327;MX-2018-144302;28/07/2018;2018;jul;4;28;2/08/2018;Rápido;PS-20065;Piedad Sosa;Particulares;Bogotá;Bogotá;Colombia;Sur;TEC-MÁ-10001590;Tecnología;Máquinas;Panasonic Impresora, Blanco;7064;4;0;2401,6;
4358;MX-2016-125311;24/05/2016;2016;may;4;24;30/05/2016;Estándar;JB-16675;Josefa Bueno;Empresa;Bogotá;Bogotá;Colombia;Sur;MAT-SU-10004001;Material de oficina;Suministros;Fiskars Cizallas, Acero;627,2;2;0;300,8;
4359;MX-2016-125311;24/05/2016;2016;may;4;24;30/05/2016;Estándar;JB-16675;Josefa Bueno;Empresa;Bogotá;Bogotá;Colombia;Sur;MOB-LI-10001784;Mobiliario;Librerías;Bush Librería, Negro;2497,2;3;0;798,6;
4364;MX-2018-105886;25/06/2018;2018;jun;4;25;29/06/2018;Estándar;AB-10795;Amaia Briseño;Empresa;Bogotá;Bogotá;Colombia;Sur;MOB-MO-10001078;Mobiliario;Mobiliario;Advantus Bandeja apiladora, Surtido;176,2;1;0;88;
4871;MX-2016-128615;28/06/2016;2016;jun;4;28;1/07/2016;Rápido;GL-15235;Guillermina Lebrón;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-ET-10001360;Material de oficina;Etiquetas;Harbour Creations Etiquetas para documentos legales, Rojo;287,2;4;0;140;
5115;MX-2017-132843;6/11/2017;2017;nov;1;6;11/11/2017;Estándar;OL-19645;Olga Laureano;Empresa;Bogotá;Bogotá;Colombia;Sur;MAT-AR-10000895;Material de oficina;Arte;Sanford Sacapuntas, Metal;722,4;4;0;252,8;
5202;MX-2015-100587;27/09/2015;2015;sep;4;27;2/10/2015;Rápido;PC-20050;Plácido Calvillo;PYME;Bogotá;Bogotá;Colombia;Sur;MAT-AL-10000436;Material de oficina;Almacenamiento;Tenex Casilleros, Azul;2722;2;0;299,2;
5203;MX-2015-100587;27/09/2015;2015;sep;4;27;2/10/2015;Rápido;PC-20050;Plácido Calvillo;PYME;Bogotá;Bogotá;Colombia;Sur;MAT-CA-10004520;Material de oficina;Carpetas;Ibico Anillas, Económico;279,6;6;0;0;
5204;MX-2015-100587;27/09/2015;2015;sep;4;27;2/10/2015;Rápido;PC-20050;Plácido Calvillo;PYME;Bogotá;Bogotá;Colombia;Sur;MAT-ET-10004190;Material de oficina;Etiquetas;Smead Etiquetas con códigos de color, Rojo;600,6;7;0;287;
5205;MX-2015-100587;27/09/2015;2015;sep;4;27;2/10/2015;Rápido;PC-20050;Plácido Calvillo;PYME;Bogotá;Bogotá;Colombia;Sur;TEC-CO-10000442;Tecnología;Copiadoras;Sharp Tinta, Rojo;1631,5304;2;0,002;111,1304;
5206;MX-2015-100587;27/09/2015;2015;sep;4;27;2/10/2015;Rápido;PC-20050;Plácido Calvillo;PYME;Bogotá;Bogotá;Colombia;Sur;MAT-AR-10001636;Material de oficina;Arte;Sanford Lienzos, Al por mayor;677,2;2;0;13,2;
5207;MX-2015-100587;27/09/2015;2015;sep;4;27;2/10/2015;Rápido;PC-20050;Plácido Calvillo;PYME;Bogotá;Bogotá;Colombia;Sur;TEC-TE-10002843;Tecnología;Teléfonos;Apple Cargador, Azul;4241,4;1;0;127,2;
5208;MX-2015-100587;27/09/2015;2015;sep;4;27;2/10/2015;Rápido;PC-20050;Plácido Calvillo;PYME;Bogotá;Bogotá;Colombia;Sur;TEC-AC-10001332;Tecnología;Accesorios;Logitech Teclado, Blanco;2810,4;6;0;55,2;
5209;MX-2015-100587;27/09/2015;2015;sep;4;27;2/10/2015;Rápido;PC-20050;Plácido Calvillo;PYME;Bogotá;Bogotá;Colombia;Sur;MAT-AL-10002908;Material de oficina;Almacenamiento;Rogers Caja, Azul;319,6;2;0;127,6;
5210;MX-2015-100587;27/09/2015;2015;sep;4;27;2/10/2015;Rápido;PC-20050;Plácido Calvillo;PYME;Bogotá;Bogotá;Colombia;Sur;MOB-SI-10000004;Mobiliario;Sillas;Harbour Creations Mecedora, Ajustable;997,2;1;0;358,8;
5211;MX-2015-100587;27/09/2015;2015;sep;4;27;2/10/2015;Rápido;PC-20050;Plácido Calvillo;PYME;Bogotá;Bogotá;Colombia;Sur;MAT-CA-10003131;Material de oficina;Carpetas;Wilson Jones Separadores, Económico;258;6;0;51,6;
5430;MX-2016-133221;11/06/2016;2016;jun;1;11;18/06/2016;Estándar;PO-20110;Pío Olivares;Particulares;Bogotá;Bogotá;Colombia;Sur;MOB-LI-10003424;Mobiliario;Librerías;Safco Conjunto de estantes, Blanco;3985,2;3;0;1912,8;
5431;MX-2016-133221;11/06/2016;2016;jun;1;11;18/06/2016;Estándar;PO-20110;Pío Olivares;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-GR-10003528;Material de oficina;Grapas;Stockwell Chinchetas, Tamaños variados;494,2;7;0;43,4;
5432;MX-2016-133221;11/06/2016;2016;jun;1;11;18/06/2016;Estándar;PO-20110;Pío Olivares;Particulares;Bogotá;Bogotá;Colombia;Sur;TEC-AC-10002296;Tecnología;Accesorios;Memorex Router, Programable;4954,2;3;0;990,6;
5504;MX-2017-113124;10/12/2017;2017;dic;2;10;14/12/2017;Estándar;SB-20980;Susana Braza;Empresa;Bogotá;Bogotá;Colombia;Sur;TEC-AC-10001231;Tecnología;Accesorios;Enermax Teclado, Programable;1699,2;3;0;152,4;
5740;MX-2018-142566;9/10/2018;2018;oct;1;9;14/10/2018;Estándar;PL-19945;Piero Limón;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-CA-10000486;Material de oficina;Carpetas;Cardinal Encuadernadora, Duradero;1367,2;4;0;177,6;
5741;MX-2018-142566;9/10/2018;2018;oct;1;9;14/10/2018;Estándar;PL-19945;Piero Limón;Particulares;Bogotá;Bogotá;Colombia;Sur;MOB-LI-10004439;Mobiliario;Librerías;Sauder Estante de esquina, Metal;11740,8;12;0;2229,6;
5898;MX-2017-115350;1/11/2017;2017;nov;1;1;6/11/2017;Estándar;AN-10870;Aarón Navarrete;Particulares;Bogotá;Bogotá;Colombia;Sur;MOB-SI-10004970;Mobiliario;Sillas;SAFCO Estora, Ajustable;3323,2;8;0;164,8;
5943;MX-2017-162943;27/04/2017;2017;abr;4;27;1/05/2017;Estándar;OM-19765;Osmundo Montes;Empresa;Bogotá;Bogotá;Colombia;Sur;MAT-AL-10002433;Material de oficina;Almacenamiento;Fellowes Archivador móvil, Industrial;2755,8;3;0;1129,8;
6046;MX-2017-138492;3/07/2017;2017;jul;1;3;9/07/2017;Estándar;PM-19975;Paz Montes;Empresa;Bogotá;Bogotá;Colombia;Sur;TEC-CO-10000278;Tecnología;Copiadoras;Canon Fax, Rojo;6319,1364;3;0,002;873,5364;
6047;MX-2017-138492;3/07/2017;2017;jul;1;3;9/07/2017;Estándar;PM-19975;Paz Montes;Empresa;Bogotá;Bogotá;Colombia;Sur;MOB-SI-10004220;Mobiliario;Sillas;Hon Estora, 2;770,4;2;0;346,4;
6048;MX-2017-138492;3/07/2017;2017;jul;1;3;9/07/2017;Estándar;PM-19975;Paz Montes;Empresa;Bogotá;Bogotá;Colombia;Sur;MAT-EL-10003638;Material de oficina;Electrodomésticos;Breville Batidora, Plateado;1213,2;2;0;169,6;
6454;MX-2017-103744;5/09/2017;2017;sep;1;5;6/09/2017;Urgente;CV-12400;Carmín Vera;PYME;Bogotá;Bogotá;Colombia;Sur;MOB-SI-10003958;Mobiliario;Sillas;Harbour Creations Taburete, 2;6079;5;0;790;
6495;MX-2018-124996;18/01/2018;2018;ene;1;18;23/01/2018;Estándar;PZ-19825;Paloma Zamora;Particulares;Bogotá;Bogotá;Colombia;Sur;MOB-MO-10001078;Mobiliario;Mobiliario;Advantus Bandeja apiladora, Surtido;1233,4;7;0;616;
6547;MX-2016-147375;5/05/2016;2016;may;1;5;7/05/2016;Urgente;JT-16855;Jonás Toro;Empresa;Bogotá;Bogotá;Colombia;Sur;MAT-CA-10004003;Material de oficina;Carpetas;Acco Perforador, Reciclado;609,6;3;0;66,6;
6965;MX-2016-109834;14/11/2016;2016;nov;2;14;18/11/2016;Estándar;EA-14170;Estela Alonso;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-AR-10003292;Material de oficina;Arte;Stanley Rotuladores, Metal;938,4;6;0;346,8;
6966;MX-2016-109834;14/11/2016;2016;nov;2;14;18/11/2016;Estándar;EA-14170;Estela Alonso;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-AL-10001369;Material de oficina;Almacenamiento;Rogers Caja, Metal;1228,8;8;0;232;
6967;MX-2016-109834;14/11/2016;2016;nov;2;14;18/11/2016;Estándar;EA-14170;Estela Alonso;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-CA-10000307;Material de oficina;Carpetas;Acco Anillas, Reciclado;140,4;3;0;65,4;
6968;MX-2016-109834;14/11/2016;2016;nov;2;14;18/11/2016;Estándar;EA-14170;Estela Alonso;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-AL-10001624;Material de oficina;Almacenamiento;Fellowes Carpetas, Metal;1188,6;7;0;474,6;
6969;MX-2016-109834;14/11/2016;2016;nov;2;14;18/11/2016;Estándar;EA-14170;Estela Alonso;Particulares;Bogotá;Bogotá;Colombia;Sur;TEC-TE-10004798;Tecnología;Teléfonos;Nokia Base de audio, Al por mayor;4448,8;4;0;44;
6970;MX-2016-109834;14/11/2016;2016;nov;2;14;18/11/2016;Estándar;EA-14170;Estela Alonso;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-SU-10000526;Material de oficina;Suministros;Acme Abrecartas, Acero;394,8;2;0;153,6;
7264;MX-2016-100440;8/05/2016;2016;may;2;8;10/05/2016;Urgente;JG-17020;Juno Guerrero;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-ET-10004190;Material de oficina;Etiquetas;Smead Etiquetas con códigos de color, Rojo;257,4;3;0;123;
7607;MX-2018-140123;3/04/2018;2018;abr;1;3;5/04/2018;Rápido;RN-20260;Rafel Nieves;Empresa;Bogotá;Bogotá;Colombia;Sur;MAT-ET-10004515;Material de oficina;Etiquetas;Novimex Etiquetas para documentos legales, Ajustable;390,6;7;0;15,4;
8095;MX-2016-155523;21/09/2016;2016;sep;3;21;26/09/2016;Estándar;VM-21475;Valentina Méndez;PYME;Bogotá;Bogotá;Colombia;Sur;MOB-MO-10004338;Mobiliario;Mobiliario;Advantus Marco de foto, Duradero;666,8;2;0;40;
8718;MX-2015-169201;4/06/2015;2015;jun;1;4;8/06/2015;Estándar;TR-21280;Tobías Ramírez;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-AL-10001067;Material de oficina;Almacenamiento;Rogers Estanterías, Industrial;1252,2;3;0;337,8;
8719;MX-2015-169201;4/06/2015;2015;jun;1;4;8/06/2015;Estándar;TR-21280;Tobías Ramírez;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-CA-10002468;Material de oficina;Carpetas;Cardinal Anillas, Reciclado;76;2;0;11,2;
8783;MX-2018-114916;22/10/2018;2018;oct;3;22;24/10/2018;Rápido;AV-10465;Amadeo Villareal;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-SU-10002090;Material de oficina;Suministros;Elite Cizallas, Acero;1547;5;0;0;
8784;MX-2018-114916;22/10/2018;2018;oct;3;22;24/10/2018;Rápido;AV-10465;Amadeo Villareal;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-GR-10000567;Material de oficina;Grapas;Stockwell Cintas de goma, Paquete de 12;319,2;3;0;150;
8948;MX-2015-146885;6/08/2015;2015;ago;1;6;11/08/2015;Estándar;MC-18895;Marisa Cantudo;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-PA-10003982;Material de oficina;Papel;Eaton Agenda, Paquete de 12;494,4;3;0;197,4;
8949;MX-2015-146885;6/08/2015;2015;ago;1;6;11/08/2015;Estándar;MC-18895;Marisa Cantudo;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-PA-10000749;Material de oficina;Papel;Enermax Agenda, Paquete de 12;1243,2;7;0;497;
8950;MX-2015-146885;6/08/2015;2015;ago;1;6;11/08/2015;Estándar;MC-18895;Marisa Cantudo;Particulares;Bogotá;Bogotá;Colombia;Sur;TEC-CO-10001377;Tecnología;Copiadoras;HP Fax inalámbrico, Color;7218,534;3;0,002;2516,934;
9544;MX-2017-112599;25/03/2017;2017;mar;3;25;28/03/2017;Urgente;GV-15430;Germán Vallejo;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-GR-10002943;Material de oficina;Grapas;Advantus Grapas, Al por mayor;289,6;4;0;28,8;
9545;MX-2017-112599;25/03/2017;2017;mar;3;25;28/03/2017;Urgente;GV-15430;Germán Vallejo;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-SU-10002876;Material de oficina;Suministros;Elite Recortadora, Acero;1642,8;6;0;656,4;
9815;MX-2015-123624;16/09/2015;2015;sep;2;16;20/09/2015;Rápido;IR-16525;Irma Rubalcaba;Particulares;Bogotá;Bogotá;Colombia;Sur;TEC-TE-10003464;Tecnología;Teléfonos;Nokia Auriculares, Tamaños variados;2025,6;4;0;952;
9816;MX-2015-123624;16/09/2015;2015;sep;2;16;20/09/2015;Rápido;IR-16525;Irma Rubalcaba;Particulares;Bogotá;Bogotá;Colombia;Sur;MAT-AR-10004211;Material de oficina;Arte;Sanford Libreta de dibujo, Azul;1212,8;4;0;60;
